,Lead Total After 1984 (ug/L),Cadmium Total (ug/L),Copper Total (ug/L),Nickel Total (ug/L),Chromium Total (ug/L),Copper Filtered (ug/L),Zinc Filtered (ug/L),Lead Filtered After 1984 (ug/L),Zinc Total (ug/L),Chromium Filtered (ug/L),Arsenic Total (ug/L),Nickel Filtered (ug/L),Cadmium Filtered (ug/L),"Iron, Total as Fe (ug/L)",COD as O2 (mg/L),Arsenic Filtered (ug/L),Silver Filtered (ug/L),Silver Total (ug/L),Selenium  Filtered (ug/L),Selenium  Total (ug/L),Nitrogen Kjeldahl Total (mg/L),"Iron, Filtered as Fe (ug/L)",Antimony  Filtered (ug/L),Beryllium Total (ug/L),Antimony  Total (ug/L),"Barium, total as Ba (ug/L)",Thallium Filtered (ug/L),Thallium Total (ug/L),pH,Ammonia (mg/L),Mercury Filtered (ug/L),Mercury Total (ug/L),Nitrogen_Nitrate (mg/L as N) ,Nitrogen_Nitrite (mg/L as N),TSS (mg/L),Turbidity_NTU,Phosphorous Total as P (mg/L),Total_Organic_Carbon_as_Carbon  (mg/L),TDS_mg/L,Conductivity (uS/cm @25ºC),"Alkalinity, total as CaCO3 (mg/L)",Phosphorous Filtered as P (mg/L),Chloride (mg/L),Beryllium Filtered (ug/L),Station_Name,year,date,NAME10
251,11.8,<1,17.8,7.9,<5,13.7,367,<5,492,<5,<5,6.7,<1,910,36.9,<5,<1,<1,<5,<5,2.06,270,<5,<1,<5,46.3,<5,<5,6.74,0.797,<1,<1,0.88,0.094,174,95.6,0.33,11.7,58,104,26.5,0.29,5.3,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-01-26,"Los Angeles--Long Beach--Anaheim, CA"
252,<5,<1,20.1,7.9,<5,14.8,314,<5,360,<5,<5,6.9,<1,570,28,<5,<1,<1,<5,<5,2.76,260,<5,<1,<5,14.1,<5,<5,7.0,0.131,<1,<1,1.05,0.094,97,57.1,0.28,10.9,92,142,27.6,0.25,8.08,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-01,"Los Angeles--Long Beach--Anaheim, CA"
253,<5,<1,21.9,14.9,<5,12.8,317,<5,374,<5,<5,6.1,<1,<100,65.8,<5,<1,<1,<5,<5,3.1,<100,<5,<1,<5,33.4,<5,<5,6.82,0.321,<1,<1,0.657,0.107,340,131.0,0.25,17,96,149,30.7,0.22,11.4,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-12,"Los Angeles--Long Beach--Anaheim, CA"
254,<5,<1,10.1,<5,<5,<5,251,<5,251,<5,<5,<5,<1,<100,41.7,<5,<1,<1,<5,<5,0.398,<100,<5,<1,<5,30.1,<5,<5,6.64,0.248,<1,<1,0.46,0.36,117,47.6,0.12,6,48,85.4,15.9,0.1,8.56,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-15,"Los Angeles--Long Beach--Anaheim, CA"
255,5.4,<1,11,<5,<5,5.4,251,<5,282,<5,<5,<5,<1,<100,30.7,<5,<1,<1,<5,<5,0.95,<100,<5,<1,<5,33.3,<5,<5,6.86,0.21,<1,<1,0.43,0.061,140,110.0,0.225,5,56,91.4,19.1,<0.05,7.35,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-17,"Los Angeles--Long Beach--Anaheim, CA"
256,<5,<1,12.3,<5,<5,5.6,177,<5,218,<5,<5,<5,<1,<100,<5,<5,<1,<1,<5,<5,0.91,<100,<5,<1,<5,<10,<5,<5,6.41,<0.1,<1,<1,0.237,0.033,90,40.8,0.129,6.1,40,70,13.8,0.118,6.2,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-22,"Los Angeles--Long Beach--Anaheim, CA"
257,<5,<1,8.6,<5,<5,<5,219,<5,241,<5,<5,<5,<1,1160,31.8,<5,<1,<1,<5,<5,0.752,940,<5,<1,<5,22,<5,<5,6.43,<0.1,<1,<1,0.291,0.033,126,56.7,0.054,4.6,32,57.5,12.7,<0.05,5.2,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-24,"Los Angeles--Long Beach--Anaheim, CA"
258,5.19,<1,23.2,<5,5.3,16.1,154,<5,221,<5,<5,<5,<1,320,73.4,<5,<1,<1,<5,<5,2.2,230,<5,<1,<5,54.1,<5,<5,7.1,<0.1,<1,<1,0.849,0.079,,,0.303,12.4,,,24.4,0.277,12,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-02-29,"Los Angeles--Long Beach--Anaheim, CA"
259,5.28,<1,5.3,5.25,<5,<5,80,<5,175,<5,<5,<5,<1,490,<5,<5,<1,<1,<5,<5,0.944,420,<5,<1,<5,25.1,<5,<5,6.21,0.204,<1,<1,0.149,<0.1,129,61.8,0.122,3.5,48,69.4,10.6,0.112,5.04,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-03-06,"Los Angeles--Long Beach--Anaheim, CA"
260,<5,<1,7.8,<5,<5,<5,158,<5,179,<5,<5,<5,<1,670,<5,<5,<1,<1,<5,<5,0.716,440,<5,<1,<5,<10,<5,<5,6.24,<0.1,<1,<1,0.19,<0.1,116,64.2,0.096,5,28,48.9,10.6,0.089,4.22,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-03-09,"Los Angeles--Long Beach--Anaheim, CA"
261,<5,<1,13.8,15.2,<5,12,590,<5,590,<5,<5,15,<1,<100,106,<5,<1,<1,<5,<5,3.68,<100,<5,<1,<5,30,<5,<5,6.85,2.3,<1,<1,1.17,0.204,272,149.0,0.392,37.1,164,251,31.5,0.281,24.1,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-10-12,"Los Angeles--Long Beach--Anaheim, CA"
262,5.16,<1,16.7,8.18,5.59,12.4,413,<5,413,<5,<5,7.53,<1,270,74.8,<5,<1,<1,<5,<5,1.706,<100,<5,<1,<5,21.9,<5,<5,6.46,<0.1,<1,<1,0.677,0.073,188,68.6,0.207,19,66,110,15.8,0.201,6.88,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-10-28,"Los Angeles--Long Beach--Anaheim, CA"
263,<5,<1,10.6,<5,<5,5.36,185,<5,185,<5,<5,<5,<1,350,34.7,<5,<1,<1,<5,<5,0.808,<100,<5,<1,<5,13.6,<5,<5,6.93,<0.1,<1,<1,0.402,0.064,111,88.5,0.426,8.8,44,76.3,15.8,0.26,4.77,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-10-30,"Los Angeles--Long Beach--Anaheim, CA"
264,54.2,2.06,63.2,18.8,15.6,9.33,761,<5,1680,<5,<5,10.6,<1,14300,84.4,<5,<1,<1,<5,<5,5.16,380,<5,<1,<5,154,<5,<5,7.05,1.36,<1,<1,0.85,0.31,367,171.0,0.57,20.71,140,212,42.4,0.46,18.9,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-01-04,"Los Angeles--Long Beach--Anaheim, CA"
265,<5,<1,13.8,5.99,<5,10.3,327,<5,327,<5,<5,5.06,<1,1050,109,<5,<1,<1,<5,<5,1.91,430,<5,<1,<5,22.1,<5,<5,6.32,0.249,<1,<1,0.623,0.0304,164,68.7,0.17,8.5,44,77.6,15.9,0.15,5.38,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-01-11,"Los Angeles--Long Beach--Anaheim, CA"
266,6.15,<1,16.1,<5,<5,12.1,<50,<5,85.5,<5,<5,<5,<1,320,63.3,<5,<1,<1,<5,<5,4.68,<100,<5,<1,<5,31.8,<5,<5,6.91,1.33,<1,<1,<0.1,0.152,368,128.0,0.3,10.7,114,206,58.3,0.2,11.9,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-01-25,"Los Angeles--Long Beach--Anaheim, CA"
267,9.32,<1,13.1,5.12,<5,6.48,265,<5,270,<5,<5,<5,<1,1890,20.8,<5,<1,<1,<5,<5,1.95,690,<5,<1,<5,31.5,<5,<5,7.02,0.303,<1,<1,0.481,0.088,210,149.0,0.15,9,68,105.4,21.2,0.1,6.41,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-02-01,"Los Angeles--Long Beach--Anaheim, CA"
268,<5,<1,10.6,6.03,<5,7.85,400,<5,410,<5,<5,5.22,<1,200,40.8,<5,<1,<1,<5,<5,2.4,100,<5,<1,<5,25.8,<5,<5,7.21,0.32,<1,<1,0.896,0.24,96,9.11,0.323,13.63,140,238,42.4,0.289,22.9,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-02-14,"Los Angeles--Long Beach--Anaheim, CA"
269,<5,<1,14.8,8.45,<5,7.32,300,<5,320,<5,<5,5.06,<1,470,56.4,<5,<1,<1,<5,<5,1.09,280,<5,<1,<5,28.4,<5,<5,7.25,<0.1,<1,<1,0.779,0.116,213,146.0,0.24,15.12,82,145,47.7,0.21,14.7,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-02-20,"Los Angeles--Long Beach--Anaheim, CA"
270,<5,<1,9.08,<5,<5,5.45,140,<5,196,<5,<5,<5,<1,440,15.9,<5,<1,<1,<5,<5,0.876,250,<5,<1,<5,23.7,<5,<5,6.77,<0.1,<1,<1,0.29,0.058,119,41.8,<0.05,4.4,34,58.7,5.3,<0.05,4.09,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2001,2001-03-06,"Los Angeles--Long Beach--Anaheim, CA"
271,10,<1,22,6.9,6.2,17,131,7.1,189,<5,<5,5.5,<1,4500,<5,<5,<1,<1,<5,<5,1.42,830,<5,<1,<5,59,<5,<5,7.11,0.466,<1,<1,0.44,0.118,116,92.0,0.52,6.3,68,111,27.5,0.44,4.53,<1,Project_474_at_Nordoff_St_Near_California_State_University,1997,1997-11-30,"Los Angeles--Long Beach--Anaheim, CA"
272,5.7,<1,16,6,6,10,94,<5,157,<5,<5,<5,<1,2920,24,<5,<1,<1,<5,<5,1.22,500,<5,<1,<5,38,<5,<5,6.54,0.45,<1,<1,0.273,0.014,84,68.0,0.33,7.5,36,60,14.3,0.33,1.93,<1,Project_474_at_Nordoff_St_Near_California_State_University,1997,1997-12-05,"Los Angeles--Long Beach--Anaheim, CA"
273,<5,<1,33,<5,<5,32,155,<5,175,<5,<5,<5,<1,1830,70.5,<5,<1,<1,<5,<5,1.03,340,<5,<1,<5,33.7,<5,<5,7.32,0.213,<1,<1,,,61,29.0,0.31,5.3,942,1672,34.1,0.3,561,<1,Project_474_at_Nordoff_St_Near_California_State_University,1997,1997-12-18,"Los Angeles--Long Beach--Anaheim, CA"
274,<5,<1,89,<5,<5,59,<50,<5,53,<5,<5,<5,<1,340,58.4,<5,<1,<1,<5,<5,0.774,<100,<5,<1,<5,18.6,<5,<5,7.85,0.188,<1,<1,<0.1,<0.1,5,6.54,,7.2,252,397,100.1,,40.9,<1,Project_474_at_Nordoff_St_Near_California_State_University,1997,1997-12-21,"Los Angeles--Long Beach--Anaheim, CA"
275,<5,<1,25,<5,<5,17,<50,<5,60,<5,<5,<5,<1,123,41,<5,<1,<1,<5,<5,0.854,<100,<5,<1,<5,<10,<5,<5,7.61,0.312,<1,<1,0.309,<0.1,9,3.0,0.14,6,294,441,99.0,0.13,50.8,<1,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-01-02,"Los Angeles--Long Beach--Anaheim, CA"
276,<5,<1,16.9,<5,<5,13.5,70,<5,170,<5,<5,<5,<1,1860,86.7,<5,<1,<1,<5,<5,1.47,<100,<5,<1,<5,<10,<5,<5,6.7,0.132,<1,<1,0.382,0.271,61,30.9,0.16,5.9,46,83,22.0,0.11,3.49,<1,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-01-04,"Los Angeles--Long Beach--Anaheim, CA"
277,5.3,1.4,24,5.4,7.8,21,<50,<5,112,<5,<5,<5,<1,1790,37.7,<5,<1,<1,<5,<5,1.23,101,<5,<1,<5,<10,<5,<5,6.98,0.287,<1,<1,<0.1,0.032,77,45.8,0.12,5.8,50,82,22.0,0.11,3.06,<1,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-01-09,"Los Angeles--Long Beach--Anaheim, CA"
278,11,<1,26,<5,6.9,9,<50,<5,60,<5,<5,<5,<1,5400,31.6,<5,<1,<1,<5,<5,2.5,<100,<5,<1,<5,64.3,<5,<5,6.65,0.29,<1,<1,0.58,0.043,162,37.8,0.17,9.8,44,70,17.6,0.13,<2,<1,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-01-29,"Los Angeles--Long Beach--Anaheim, CA"
279,7.2,1.3,16,<5,5,6,50,<5,120,<5,<5,<5,<1,1800,39.5,<5,<1,<1,<5,<5,1.74,727,<5,<1,<5,25.1,<5,<5,6.62,0.367,<1,<1,0.36,0.103,182,16.5,0.51,9.6,48,75,22.0,0.49,3.45,<1,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-02,"Los Angeles--Long Beach--Anaheim, CA"
280,7.2,2,15,12.8,5.5,<5,<50,<5,74,<5,<5,6.4,1.1,2740,40,<5,<1,<1,<5,<5,0.892,1030,<5,<1,<5,29.6,<5,<5,6.86,0.122,<1,<1,<0.1,<0.1,76,49.5,0.3,2.7,40,61,17.6,0.28,3.73,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-06,"Los Angeles--Long Beach--Anaheim, CA"
281,<5,<1,8,<5,<5,6,<50,<5,81,<5,<5,<5,<1,1490,<5,<5,<1,<1,<5,<5,0.556,749,<5,<1,<5,34.6,<5,<5,6.45,0.179,<1,<1,<0.1,<0.1,33,35.6,0.17,3.6,34,50,14.3,0.17,<2,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-14,"Los Angeles--Long Beach--Anaheim, CA"
282,<5,<1,9,<5,<5,<5,<50,<5,71,<5,<5,<5,<1,890,13.8,<5,<1,<1,<5,<5,0.802,260,<5,<1,<5,38.2,<5,<5,6.82,0.116,<1,<1,<0.1,<0.1,22,23.3,0.44,3.6,36,61,22.0,0.4,2.15,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-16,"Los Angeles--Long Beach--Anaheim, CA"
283,<5,1.2,11,7.2,<5,<5,<50,<5,59,<5,<5,<5,<1,1360,30.4,<5,<1,<1,<5,<5,0.472,498,<5,<1,<5,31,<5,<5,6.64,0.149,<1,<1,<0.1,0.04,53,45.6,0.17,2.9,32,54,16.5,0.13,2.77,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-19,"Los Angeles--Long Beach--Anaheim, CA"
284,5.3,1.2,14,<5,<5,<5,<50,<5,98,<5,<5,<5,<1,1800,<5,<5,<1,<1,<5,<5,0.53,583,<5,<1,<5,29.8,<5,<5,6.66,0.109,<1,<1,<0.1,<0.1,66,25.3,0.23,3.8,36,57,19.8,0.23,<2,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-02-21,"Los Angeles--Long Beach--Anaheim, CA"
285,<5,<1,14,<5,<5,9,99,<5,144,<5,<5,<5,<1,580,46.4,<5,<1,<1,<5,<5,1.12,<100,<5,<1,<5,14.8,<5,<5,6.7,0.247,<1,<1,0.718,<0.1,15,7.95,0.14,4.681,54,85,17.6,0.12,4.68,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-03-05,"Los Angeles--Long Beach--Anaheim, CA"
286,10.3,<1,27.7,<5,<5,12.1,102,<5,183,<5,<5,<5,<1,1008,<5,<5,<1,<1,<5,<5,1.72,<100,<5,<1,<5,<10,<5,<5,6.46,0.292,<1,<1,0.526,0.036,25,14.5,0.12,7.582,58,90,20.9,0.09,3.56,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-03-13,"Los Angeles--Long Beach--Anaheim, CA"
287,<5,<1,10.9,<5,7.4,10.1,116,<5,129,<5,9.5,<5,<1,323,<5,9.5,<1,<1,<5,<5,0.938,179,<5,<1,<5,14.7,<5,<5,6.38,0.156,<1,<1,<0.1,<0.1,31,6.99,0.22,6.246,38,60,15.4,0.12,<2,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-03-25,"Los Angeles--Long Beach--Anaheim, CA"
288,<5,<1,7,<5,<5,<5,<50,<5,50,<5,14.2,<5,<1,471,30.64,14.2,<1,<1,<5,<5,3.26,197,<5,<1,<5,42.6,<5,<5,6.6,3.19,<1,<1,<0.1,<0.1,49,16.0,0.75,5.809,68,117,17.6,0.57,4.37,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-03-31,"Los Angeles--Long Beach--Anaheim, CA"
289,<5,<1,13,<5,<5,13,72,<5,97,<5,<5,<5,<1,159,46.84,<5,<1,<1,<5,<5,2.36,<100,<5,<1,<5,<10,<5,<5,6.42,1.513,<1,<1,<0.1,0.082,53,18.2,0.41,8.126,62,102,14.3,0.38,4.35,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-04-11,"Los Angeles--Long Beach--Anaheim, CA"
290,<5,<1,20.4,<5,<5,12.8,90,<5,120,<5,<5,<5,<1,940,23,<5,<1,<1,<5,<5,1.56,<100,<5,<1,<5,27,<5,<5,6.27,0.454,<1,<1,<0.1,0.514,21,22.1,0.23,9.6,78,122,16.5,0.16,3.11,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-05-02,"Los Angeles--Long Beach--Anaheim, CA"
291,<5,<1,8.4,<5,<5,5.1,75,<5,83,<5,<5,<5,<1,343,47.3,<5,<1,<1,<5,<5,1.11,217,<5,<1,<5,31.1,<5,<5,6.22,0.323,<1,<1,0.58,0.035,7,20.3,0.14,7.3,52,82,19.8,0.11,4.64,,Project_474_at_Nordoff_St_Near_California_State_University,1998,1998-05-12,"Los Angeles--Long Beach--Anaheim, CA"
292,11.2,<1,54.6,11.9,<5,39.8,102,<5,156,<5,<5,7.2,<1,459,,<5,<1,<1,<5,<5,3.54,279,<5,<1,<5,42.8,<5,<5,7.81,0.262,<1,<1,1.55,<0.1,95,103.0,,23.45,592,1017,79.5,,227,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-03-08,"Los Angeles--Long Beach--Anaheim, CA"
293,<5,<1,25.7,10.7,<5,20.1,114,<5,117,<5,<5,<5,<1,207,124,<5,<1,<1,<5,<5,2.24,183,<5,<1,<5,27.1,<5,<5,7.08,0.651,<1,<1,0.612,0.064,32,42.5,0.233,14.9,102,168,32.9,0.218,12.8,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-03-15,"Los Angeles--Long Beach--Anaheim, CA"
294,<5,<1,16.1,<5,<5,13.5,95,<5,144,<5,<5,<5,<1,953,34.4,<5,<1,<1,<5,<5,1.95,<100,<5,<1,<5,55.1,<5,<5,6.76,<0.1,<1,<1,0.64,0.05,34,21.0,0.23,8.5,114,173,31.8,0.21,15.8,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-03-25,"Los Angeles--Long Beach--Anaheim, CA"
295,<5,<1,11.9,<5,<5,7.9,93,<5,108,<5,<5,<5,<1,214,28.1,<5,<1,<1,<5,<5,1.38,106,<5,<1,<5,31.7,<5,<5,7.77,<0.1,<1,<1,1.115,<0.1,47,48.1,0.425,8.9,256,422,68.9,0.128,7.61,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-04-06,"Los Angeles--Long Beach--Anaheim, CA"
296,<5,1.2,17.7,<5,<5,17.7,74,<5,110,<5,<5,<5,<1,433,42.2,<5,<1,<1,<5,<5,1.43,177,<5,<1,<5,39.4,<5,<5,7.34,<0.1,<1,<1,0.569,0.088,16,35.3,0.75,14,168,265,44.5,0.75,32.1,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-04-08,"Los Angeles--Long Beach--Anaheim, CA"
297,<5,<1,5.64,<5,<5,5.64,<50,<5,<50,<5,<5,<5,<1,<100,81.8,<5,<1,<1,<5,<5,7.22,<100,<5,<1,<5,99.6,<5,<5,8.07,<0.1,<1,<1,1.07,<0.1,107,64.9,0.468,5.3,678,1180,95.4,0.218,227,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-11-08,"Los Angeles--Long Beach--Anaheim, CA"
298,<5,<1,11.5,<5,<5,9.7,<50,<5,<50,<5,<5,<5,<1,380,50,<5,<1,<1,<5,<5,3.06,370,<5,<1,<5,63.3,<5,<5,7.32,0.71,<1,<1,0.975,0.088,15,6.68,0.545,13.8,462,704,108.0,0.5,55.2,<1,Project_474_at_Nordoff_St_Near_California_State_University,1999,1999-12-31,"Los Angeles--Long Beach--Anaheim, CA"
299,<5,<1,12.1,8.4,<5,10.8,92,<5,116,<5,<5,<5,<1,600,<5,<5,<1,<1,<5,<5,1.67,310,<5,<1,<5,43,<5,<5,7.16,<0.1,<1,<1,1.04,0.058,95,69.1,0.19,6,114,197,51.7,0.17,6.39,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-01-26,"Los Angeles--Long Beach--Anaheim, CA"
300,<5,<1,17.7,<5,<5,12.5,110,<5,119,<5,<5,<5,<1,430,<5,<5,<1,<1,<5,<5,2.27,270,<5,<1,<5,21.7,<5,<5,7.11,0.298,<1,<1,1.33,0.122,30,20.3,0.17,6.7,80,123,28.6,0.15,4.86,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-01,"Los Angeles--Long Beach--Anaheim, CA"
301,<5,<1,13.1,7,<5,7.7,75,<5,98,<5,<5,<5,<1,<100,27.2,<5,<1,<1,<5,<5,1.666,<100,<5,<1,<5,46.9,<5,<5,7.26,<0.1,<1,<1,0.601,0.07,210,104.0,0.24,8.7,148,244,47.7,0.2,12.2,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-11,"Los Angeles--Long Beach--Anaheim, CA"
302,<5,<1,11.1,6.8,<5,<5,<50,<5,<50,<5,<5,<5,<1,<100,41.7,<5,<1,<1,<5,<5,0.95,<100,<5,<1,<5,44.7,<5,<5,7.16,<0.1,<1,<1,0.476,0.04,155,111.0,0.25,6.1,106,163,33.9,0.21,5.44,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-15,"Los Angeles--Long Beach--Anaheim, CA"
303,<5,<1,14.1,<5,<5,7.8,<50,<5,77,<5,<5,<5,<1,<100,35,<5,<1,<1,<5,<5,0.922,<100,<5,<1,<5,55.4,<5,<5,7.25,<0.1,<1,<1,0.607,0.076,144,167.0,0.196,5.6,136,229,49.8,<0.05,15.4,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-17,"Los Angeles--Long Beach--Anaheim, CA"
304,<5,<1,12.1,<5,<5,5.5,<50,<5,71,<5,<5,<5,<1,570,<5,<5,<1,<1,<5,<5,0.974,320,<5,<1,<5,27.5,<5,<5,6.92,<0.1,<1,<1,0.289,0.04,120,122.0,0.238,5.7,80,128,36.0,0.193,4.52,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-22,"Los Angeles--Long Beach--Anaheim, CA"
305,<5,<1,12.9,10.9,<5,<5,<50,<5,<50,<5,<5,<5,<1,1900,52.4,<5,<1,<1,<5,<5,0.842,1700,<5,<1,<5,48.5,<5,<5,7.03,<0.1,<1,<1,0.607,0.04,348,349.0,0.316,5.2,60,109,31.8,0.286,2.22,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-24,"Los Angeles--Long Beach--Anaheim, CA"
306,<5,<1,10.7,10.7,<5,6.5,55,<5,72,<5,<5,<5,<1,650,133,<5,<1,<1,<5,<5,0.988,340,<5,<1,<5,33.1,<5,<5,6.93,<0.1,<1,<1,0.646,0.073,130,96.3,0.217,6.7,60,104,22.3,0.184,4.13,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-02-29,"Los Angeles--Long Beach--Anaheim, CA"
307,<5,<1,10.9,5.12,<5,5.8,<50,<5,65,<5,<5,<5,<1,350,<5,<5,<1,<1,<5,<5,1.144,270,<5,<1,<5,37.3,<5,<5,6.65,0.141,<1,<1,0.797,0.058,212,131.0,0.177,5.9,54,94.6,25.4,0.141,4.3,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-03-06,"Los Angeles--Long Beach--Anaheim, CA"
308,<5,<1,12.2,6.16,<5,<5,<50,<5,<50,<5,<5,<5,<1,1250,<5,<5,<1,<1,<5,<5,1.294,930,<5,<1,<5,34.8,<5,<5,7.32,<0.1,<1,<1,0.388,0.067,202,249.0,0.275,7,88,141,42.4,0.239,5.66,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-03-08,"Los Angeles--Long Beach--Anaheim, CA"
309,<5,1.43,37.3,<5,<5,37.3,210,<5,210,<5,<5,<5,1.42,<100,88.7,<5,<1,<1,<5,<5,1.1,<100,<5,<1,<5,35.5,<5,<5,7.54,0.15,<1,<1,1.93,<0.1,39,87.4,0.38,7.4,428,749,126.0,0.38,114,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-10-12,"Los Angeles--Long Beach--Anaheim, CA"
310,<5,<1,13.8,<5,<5,7.86,101,<5,101,<5,<5,<5,<1,430,80.3,<5,<1,<1,<5,<5,1.08,<100,<5,<1,<5,21.4,<5,<5,6.93,<0.1,<1,<1,0.54,0.216,63,46.6,0.491,9.3,66,113,21.0,0.478,5.14,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-10-28,"Los Angeles--Long Beach--Anaheim, CA"
311,<5,<1,13.2,<5,<5,9.89,93.9,<5,93.9,<5,<5,<5,<1,610,107,<5,<1,<1,<5,<5,1.114,280,<5,<1,<5,23.5,<5,<5,7.23,<0.1,<1,<1,0.415,0.058,41,39.0,0.512,11.6,124,203,42.0,0.498,17,<1,Project_474_at_Nordoff_St_Near_California_State_University,2000,2000-10-31,"Los Angeles--Long Beach--Anaheim, CA"
312,5.24,1.53,30.3,7.47,<5,18.7,156,<5,164,<5,<5,6.48,1.46,1230,111,<5,<1,<1,<5,<5,11.2,250,<5,<1,<5,54.3,<5,<5,6.94,10.77,<1,<1,0.78,1.05,48,45.9,0.55,22.24,390,664,68.9,0.5,89.2,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-01-09,"Los Angeles--Long Beach--Anaheim, CA"
313,<5,1.2,11.3,<5,<5,10.4,58.9,<5,58.9,<5,<5,<5,1.2,550,55.9,<5,<1,<1,<5,<5,2.46,230,<5,<1,<5,13.4,<5,<5,6.54,0.812,<1,<1,0.504,0.091,103,53.9,0.18,6.95,42,69.3,14.8,0.17,2.87,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-01-10,"Los Angeles--Long Beach--Anaheim, CA"
314,<5,<1,13.5,<5,<5,10.9,<50,<5,94.7,<5,<5,<5,<1,720,108,<5,<1,<1,<5,<5,2.62,<100,<5,<1,<5,18.6,<5,<5,7.0,<0.1,<1,<1,0.698,0.107,172,40.0,0.22,7.6,70,119.2,26.5,0.17,5.93,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-01-25,"Los Angeles--Long Beach--Anaheim, CA"
315,<5,<1,11.3,5.37,<5,6.3,<50,<5,72.9,<5,<5,<5,<1,1850,58.3,<5,<1,<1,<5,<5,1.61,420,<5,<1,<5,29.3,<5,<5,7.44,<0.1,<1,<1,0.479,0.222,182,129.0,0.26,6.5,76,128.2,36.0,0.15,6.37,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-01-29,"Los Angeles--Long Beach--Anaheim, CA"
316,<5,<1,19.5,<5,<5,<5,50.8,<5,52.8,<5,<5,<5,<1,320,61.7,<5,<1,<1,<5,<5,1.11,210,<5,<1,<5,22.2,<5,<5,7.04,0.22,<1,<1,0.375,0.073,96,46.1,0.17,3.95,50,78.3,15.9,0.13,3.8,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-02-15,"Los Angeles--Long Beach--Anaheim, CA"
